week,date,time,link,name,season,scraped
8 - 14 Aug 2011,"Saturday, Aug 13 2011",15:00,https://www.whoscored.com/Matches/505329/MatchReport/England-Premier-League-2011-2012-Liverpool-Sunderland,Liverpool-Sunderland,2011-2012,x
8 - 14 Aug 2011,"Saturday, Aug 13 2011",15:00,https://www.whoscored.com/Matches/505337/MatchReport/England-Premier-League-2011-2012-Queens-Park-Rangers-Bolton,1Queens Park Rangers-Bolton,2011-2012,x
8 - 14 Aug 2011,"Saturday, Aug 13 2011",15:00,https://www.whoscored.com/Matches/505346/MatchReport/England-Premier-League-2011-2012-Wigan-Norwich,Wigan-Norwich,2011-2012,x
8 - 14 Aug 2011,"Saturday, Aug 13 2011",17:30,https://www.whoscored.com/Matches/505335/MatchReport/England-Premier-League-2011-2012-Newcastle-United-Arsenal,Newcastle United-Arsenal1,2011-2012,x
8 - 14 Aug 2011,"Sunday, Aug 14 2011",13:30,https://www.whoscored.com/Matches/505339/MatchReport/England-Premier-League-2011-2012-Stoke-Chelsea,Stoke-Chelsea,2011-2012,x
8 - 14 Aug 2011,"Sunday, Aug 14 2011",16:00,https://www.whoscored.com/Matches/505344/MatchReport/England-Premier-League-2011-2012-West-Bromwich-Albion-Manchester-United,West Bromwich Albion-Manchester United,2011-2012,x
13 - 19 May 2013,"Tuesday, May 14 2013",19:45,https://www.whoscored.com/Matches/615293/MatchReport/England-Premier-League-2012-2013-Arsenal-Wigan,Arsenal-Wigan,2012-2013,x
13 - 19 May 2013,"Tuesday, May 14 2013",20:00,https://www.whoscored.com/Matches/615306/MatchReport/England-Premier-League-2012-2013-Reading-Manchester-City,Reading-Manchester City,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614129/MatchReport/England-Premier-League-2012-2013-Chelsea-Everton,Chelsea-Everton,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614130/MatchReport/England-Premier-League-2012-2013-Liverpool-Queens-Park-Rangers,Liverpool-Queens Park Rangers,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614132/MatchReport/England-Premier-League-2012-2013-Manchester-City-Norwich,Manchester City-Norwich,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614133/MatchReport/England-Premier-League-2012-2013-Newcastle-United-Arsenal,Newcastle United-Arsenal,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614134/MatchReport/England-Premier-League-2012-2013-Southampton-Stoke,Southampton-Stoke,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614135/MatchReport/England-Premier-League-2012-2013-Swansea-Fulham,Swansea-Fulham,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614136/MatchReport/England-Premier-League-2012-2013-Tottenham-Sunderland,Tottenham-Sunderland1,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614137/MatchReport/England-Premier-League-2012-2013-West-Bromwich-Albion-Manchester-United,West Bromwich Albion-Manchester United,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614138/MatchReport/England-Premier-League-2012-2013-West-Ham-Reading,West Ham-Reading,2012-2013,x
13 - 19 May 2013,"Sunday, May 19 2013",16:00,https://www.whoscored.com/Matches/614139/MatchReport/England-Premier-League-2012-2013-Wigan-Aston-Villa,Wigan-Aston Villa,2012-2013,x
6 - 12 May 2013,"Monday, May 6 2013",20:00,https://www.whoscored.com/Matches/615295/MatchReport/England-Premier-League-2012-2013-Sunderland-Stoke,1Sunderland-Stoke,2012-2013,x
6 - 12 May 2013,"Tuesday, May 7 2013",19:45,https://www.whoscored.com/Matches/615262/MatchReport/England-Premier-League-2012-2013-Manchester-City-West-Bromwich-Albion,Manchester City-West Bromwich Albion,2012-2013,x
6 - 12 May 2013,"Tuesday, May 7 2013",19:45,https://www.whoscored.com/Matches/615267/MatchReport/England-Premier-League-2012-2013-Wigan-Swansea,Wigan-Swansea,2012-2013,x
6 - 12 May 2013,"Wednesday, May 8 2013",19:45,https://www.whoscored.com/Matches/615260/MatchReport/England-Premier-League-2012-2013-Chelsea-Tottenham,Chelsea-Tottenham,2012-2013,x
6 - 12 May 2013,"Saturday, May 11 2013",12:45,https://www.whoscored.com/Matches/615300/MatchReport/England-Premier-League-2012-2013-Aston-Villa-Chelsea,1Aston Villa-Chelsea1,2012-2013,x
6 - 12 May 2013,"Sunday, May 12 2013",13:30,https://www.whoscored.com/Matches/615307/MatchReport/England-Premier-League-2012-2013-Stoke-Tottenham,1Stoke-Tottenham,2012-2013,x
6 - 12 May 2013,"Sunday, May 12 2013",15:00,https://www.whoscored.com/Matches/615309/MatchReport/England-Premier-League-2012-2013-Sunderland-Southampton,Sunderland-Southampton,2012-2013,x
6 - 12 May 2013,"Sunday, May 12 2013",15:00,https://www.whoscored.com/Matches/615304/MatchReport/England-Premier-League-2012-2013-Norwich-West-Bromwich-Albion,Norwich-West Bromwich Albion,2012-2013,x
6 - 12 May 2013,"Sunday, May 12 2013",15:00,https://www.whoscored.com/Matches/615305/MatchReport/England-Premier-League-2012-2013-Queens-Park-Rangers-Newcastle-United,Queens Park Rangers-Newcastle United1,2012-2013,x
6 - 12 May 2013,"Sunday, May 12 2013",15:00,https://www.whoscored.com/Matches/615301/MatchReport/England-Premier-League-2012-2013-Everton-West-Ham,Everton-West Ham,2012-2013,x
6 - 12 May 2013,"Sunday, May 12 2013",15:00,https://www.whoscored.com/Matches/615302/MatchReport/England-Premier-League-2012-2013-Fulham-Liverpool,Fulham-Liverpool,2012-2013,x
6 - 12 May 2013,"Sunday, May 12 2013",16:00,https://www.whoscored.com/Matches/615303/MatchReport/England-Premier-League-2012-2013-Manchester-United-Swansea,Manchester United-Swansea,2012-2013,x
29 Apr - 5 May 2013,"Monday, Apr 29 2013",20:00,https://www.whoscored.com/Matches/615279/MatchReport/England-Premier-League-2012-2013-Aston-Villa-Sunderland,Aston Villa-Sunderland1,2012-2013,x
29 Apr - 5 May 2013,"Saturday, May 4 2013",15:00,https://www.whoscored.com/Matches/615294/MatchReport/England-Premier-League-2012-2013-Fulham-Reading,Fulham-Reading,2012-2013,x
29 Apr - 5 May 2013,"Saturday, May 4 2013",15:00,https://www.whoscored.com/Matches/615287/MatchReport/England-Premier-League-2012-2013-West-Bromwich-Albion-Wigan,West Bromwich Albion-Wigan,2012-2013,x
29 Apr - 5 May 2013,"Saturday, May 4 2013",15:00,https://www.whoscored.com/Matches/615289/MatchReport/England-Premier-League-2012-2013-Norwich-Aston-Villa,Norwich-Aston Villa,2012-2013,x
29 Apr - 5 May 2013,"Saturday, May 4 2013",15:00,https://www.whoscored.com/Matches/615290/MatchReport/England-Premier-League-2012-2013-West-Ham-Newcastle-United,West Ham-Newcastle United,2012-2013,x
29 Apr - 5 May 2013,"Saturday, May 4 2013",15:00,https://www.whoscored.com/Matches/615299/MatchReport/England-Premier-League-2012-2013-Tottenham-Southampton,Tottenham-Southampton,2012-2013,x
29 Apr - 5 May 2013,"Saturday, May 4 2013",15:00,https://www.whoscored.com/Matches/615297/MatchReport/England-Premier-League-2012-2013-Swansea-Manchester-City,Swansea-Manchester City,2012-2013,x
29 Apr - 5 May 2013,"Saturday, May 4 2013",17:30,https://www.whoscored.com/Matches/615292/MatchReport/England-Premier-League-2012-2013-Queens-Park-Rangers-Arsenal,Queens Park Rangers-Arsenal,2012-2013,x
29 Apr - 5 May 2013,"Sunday, May 5 2013",13:30,https://www.whoscored.com/Matches/615296/MatchReport/England-Premier-League-2012-2013-Liverpool-Everton,Liverpool-Everton,2012-2013,x
29 Apr - 5 May 2013,"Sunday, May 5 2013",16:00,https://www.whoscored.com/Matches/615298/MatchReport/England-Premier-League-2012-2013-Manchester-United-Chelsea,1Manchester United-Chelsea,2012-2013,x
22 - 28 Apr 2013,"Monday, Apr 22 2013",20:00,https://www.whoscored.com/Matches/615270/MatchReport/England-Premier-League-2012-2013-Manchester-United-Aston-Villa,Manchester United-Aston Villa,2012-2013,x
22 - 28 Apr 2013,"Saturday, Apr 27 2013",12:45,https://www.whoscored.com/Matches/615282/MatchReport/England-Premier-League-2012-2013-Manchester-City-West-Ham,Manchester City-West Ham,2012-2013,x
22 - 28 Apr 2013,"Saturday, Apr 27 2013",15:00,https://www.whoscored.com/Matches/615281/MatchReport/England-Premier-League-2012-2013-Everton-Fulham,Everton-Fulham,2012-2013,x
22 - 28 Apr 2013,"Saturday, Apr 27 2013",15:00,https://www.whoscored.com/Matches/615286/MatchReport/England-Premier-League-2012-2013-Southampton-West-Bromwich-Albion,2Southampton-West Bromwich Albion1,2012-2013,x
22 - 28 Apr 2013,"Saturday, Apr 27 2013",15:00,https://www.whoscored.com/Matches/615288/MatchReport/England-Premier-League-2012-2013-Stoke-Norwich,Stoke-Norwich,2012-2013,x
22 - 28 Apr 2013,"Saturday, Apr 27 2013",15:00,https://www.whoscored.com/Matches/615291/MatchReport/England-Premier-League-2012-2013-Wigan-Tottenham,Wigan-Tottenham,2012-2013,x
22 - 28 Apr 2013,"Saturday, Apr 27 2013",17:30,https://www.whoscored.com/Matches/615283/MatchReport/England-Premier-League-2012-2013-Newcastle-United-Liverpool,1Newcastle United-Liverpool,2012-2013,x
22 - 28 Apr 2013,"Sunday, Apr 28 2013",13:30,https://www.whoscored.com/Matches/615285/MatchReport/England-Premier-League-2012-2013-Reading-Queens-Park-Rangers,Reading-Queens Park Rangers,2012-2013,x
22 - 28 Apr 2013,"Sunday, Apr 28 2013",15:00,https://www.whoscored.com/Matches/615280/MatchReport/England-Premier-League-2012-2013-Chelsea-Swansea,Chelsea-Swansea,2012-2013,x
22 - 28 Apr 2013,"Sunday, Apr 28 2013",16:00,https://www.whoscored.com/Matches/615278/MatchReport/England-Premier-League-2012-2013-Arsenal-Manchester-United,Arsenal-Manchester United,2012-2013,x
15 - 21 Apr 2013,"Tuesday, Apr 16 2013",19:45,https://www.whoscored.com/Matches/615214/MatchReport/England-Premier-League-2012-2013-Arsenal-Everton,Arsenal-Everton,2012-2013,x
15 - 21 Apr 2013,"Wednesday, Apr 17 2013",19:45,https://www.whoscored.com/Matches/615219/MatchReport/England-Premier-League-2012-2013-Manchester-City-Wigan,Manchester City-Wigan,2012-2013,x
15 - 21 Apr 2013,"Wednesday, Apr 17 2013",19:45,https://www.whoscored.com/Matches/615224/MatchReport/England-Premier-League-2012-2013-West-Ham-Manchester-United,West Ham-Manchester United,2012-2013,x
15 - 21 Apr 2013,"Wednesday, Apr 17 2013",20:00,https://www.whoscored.com/Matches/615215/MatchReport/England-Premier-League-2012-2013-Fulham-Chelsea,Fulham-Chelsea,2012-2013,x
15 - 21 Apr 2013,"Saturday, Apr 20 2013",15:00,https://www.whoscored.com/Matches/615271/MatchReport/England-Premier-League-2012-2013-Norwich-Reading,Norwich-Reading,2012-2013,x
15 - 21 Apr 2013,"Saturday, Apr 20 2013",15:00,https://www.whoscored.com/Matches/615272/MatchReport/England-Premier-League-2012-2013-Queens-Park-Rangers-Stoke,Queens Park Rangers-Stoke,2012-2013,x
15 - 21 Apr 2013,"Saturday, Apr 20 2013",15:00,https://www.whoscored.com/Matches/615273/MatchReport/England-Premier-League-2012-2013-Sunderland-Everton,Sunderland-Everton,2012-2013,x
15 - 21 Apr 2013,"Saturday, Apr 20 2013",15:00,https://www.whoscored.com/Matches/615274/MatchReport/England-Premier-League-2012-2013-Swansea-Southampton,Swansea-Southampton,2012-2013,x
15 - 21 Apr 2013,"Saturday, Apr 20 2013",15:00,https://www.whoscored.com/Matches/615268/MatchReport/England-Premier-League-2012-2013-Fulham-Arsenal,1Fulham-Arsenal1,2012-2013,x
15 - 21 Apr 2013,"Saturday, Apr 20 2013",15:00,https://www.whoscored.com/Matches/615276/MatchReport/England-Premier-League-2012-2013-West-Bromwich-Albion-Newcastle-United,West Bromwich Albion-Newcastle United,2012-2013,x
15 - 21 Apr 2013,"Saturday, Apr 20 2013",15:00,https://www.whoscored.com/Matches/615277/MatchReport/England-Premier-League-2012-2013-West-Ham-Wigan,West Ham-Wigan,2012-2013,x
15 - 21 Apr 2013,"Sunday, Apr 21 2013",13:30,https://www.whoscored.com/Matches/615275/MatchReport/England-Premier-League-2012-2013-Tottenham-Manchester-City,Tottenham-Manchester City,2012-2013,x
15 - 21 Apr 2013,"Sunday, Apr 21 2013",16:00,https://www.whoscored.com/Matches/615269/MatchReport/England-Premier-League-2012-2013-Liverpool-Chelsea,Liverpool-Chelsea,2012-2013,x
8 - 14 Apr 2013,"Monday, Apr 8 2013",20:00,https://www.whoscored.com/Matches/615249/MatchReport/England-Premier-League-2012-2013-Manchester-United-Manchester-City,Manchester United-Manchester City,2012-2013,x
8 - 14 Apr 2013,"Saturday, Apr 13 2013",15:00,https://www.whoscored.com/Matches/615258/MatchReport/England-Premier-League-2012-2013-Arsenal-Norwich,Arsenal-Norwich,2012-2013,x
8 - 14 Apr 2013,"Saturday, Apr 13 2013",15:00,https://www.whoscored.com/Matches/615259/MatchReport/England-Premier-League-2012-2013-Aston-Villa-Fulham,Aston Villa-Fulham,2012-2013,x
8 - 14 Apr 2013,"Saturday, Apr 13 2013",15:00,https://www.whoscored.com/Matches/615261/MatchReport/England-Premier-League-2012-2013-Everton-Queens-Park-Rangers,Everton-Queens Park Rangers,2012-2013,x
8 - 14 Apr 2013,"Saturday, Apr 13 2013",15:00,https://www.whoscored.com/Matches/615264/MatchReport/England-Premier-League-2012-2013-Reading-Liverpool,Reading-Liverpool,2012-2013,x
8 - 14 Apr 2013,"Saturday, Apr 13 2013",15:00,https://www.whoscored.com/Matches/615265/MatchReport/England-Premier-League-2012-2013-Southampton-West-Ham,Southampton-West Ham,2012-2013,x
8 - 14 Apr 2013,"Sunday, Apr 14 2013",12:00,https://www.whoscored.com/Matches/615263/MatchReport/England-Premier-League-2012-2013-Newcastle-United-Sunderland,Newcastle United-Sunderland,2012-2013,x
8 - 14 Apr 2013,"Sunday, Apr 14 2013",14:05,https://www.whoscored.com/Matches/615266/MatchReport/England-Premier-League-2012-2013-Stoke-Manchester-United,Stoke-Manchester United,2012-2013,x
1 - 7 Apr 2013,"Monday, Apr 1 2013",20:00,https://www.whoscored.com/Matches/615241/MatchReport/England-Premier-League-2012-2013-Fulham-Queens-Park-Rangers,1Fulham-Queens Park Rangers,2012-2013,x
1 - 7 Apr 2013,"Saturday, Apr 6 2013",12:45,https://www.whoscored.com/Matches/615253/MatchReport/England-Premier-League-2012-2013-Reading-Southampton,Reading-Southampton,2012-2013,x
1 - 7 Apr 2013,"Saturday, Apr 6 2013",15:00,https://www.whoscored.com/Matches/615254/MatchReport/England-Premier-League-2012-2013-Stoke-Aston-Villa,Stoke-Aston Villa,2012-2013,x
1 - 7 Apr 2013,"Saturday, Apr 6 2013",15:00,https://www.whoscored.com/Matches/615251/MatchReport/England-Premier-League-2012-2013-Norwich-Swansea,Norwich-Swansea,2012-2013,x
1 - 7 Apr 2013,"Saturday, Apr 6 2013",15:00,https://www.whoscored.com/Matches/615257/MatchReport/England-Premier-League-2012-2013-West-Bromwich-Albion-Arsenal,West Bromwich Albion-Arsenal1,2012-2013,x
1 - 7 Apr 2013,"Sunday, Apr 7 2013",13:30,https://www.whoscored.com/Matches/615242/MatchReport/England-Premier-League-2012-2013-Liverpool-West-Ham,Liverpool-West Ham,2012-2013,x
1 - 7 Apr 2013,"Sunday, Apr 7 2013",14:05,https://www.whoscored.com/Matches/615256/MatchReport/England-Premier-League-2012-2013-Tottenham-Everton,Tottenham-Everton,2012-2013,x
1 - 7 Apr 2013,"Sunday, Apr 7 2013",15:00,https://www.whoscored.com/Matches/615250/MatchReport/England-Premier-League-2012-2013-Newcastle-United-Fulham,Newcastle United-Fulham,2012-2013,x
1 - 7 Apr 2013,"Sunday, Apr 7 2013",15:00,https://www.whoscored.com/Matches/615240/MatchReport/England-Premier-League-2012-2013-Chelsea-Sunderland,Chelsea-Sunderland,2012-2013,x
1 - 7 Apr 2013,"Sunday, Apr 7 2013",16:10,https://www.whoscored.com/Matches/615252/MatchReport/England-Premier-League-2012-2013-Queens-Park-Rangers-Wigan,1Queens Park Rangers-Wigan,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",12:45,https://www.whoscored.com/Matches/615245/MatchReport/England-Premier-League-2012-2013-Sunderland-Manchester-United,Sunderland-Manchester United,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",15:00,https://www.whoscored.com/Matches/615246/MatchReport/England-Premier-League-2012-2013-Swansea-Tottenham,Swansea-Tottenham,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",15:00,https://www.whoscored.com/Matches/615247/MatchReport/England-Premier-League-2012-2013-West-Ham-West-Bromwich-Albion,West Ham-West Bromwich Albion1,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",15:00,https://www.whoscored.com/Matches/615248/MatchReport/England-Premier-League-2012-2013-Wigan-Norwich,Wigan-Norwich,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",15:00,https://www.whoscored.com/Matches/615230/MatchReport/England-Premier-League-2012-2013-Arsenal-Reading,Arsenal-Reading,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",15:00,https://www.whoscored.com/Matches/615243/MatchReport/England-Premier-League-2012-2013-Manchester-City-Newcastle-United,Manchester City-Newcastle United,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",15:00,https://www.whoscored.com/Matches/615244/MatchReport/England-Premier-League-2012-2013-Southampton-Chelsea,Southampton-Chelsea,2012-2013,x
25 - 31 Mar 2013,"Saturday, Mar 30 2013",17:30,https://www.whoscored.com/Matches/615234/MatchReport/England-Premier-League-2012-2013-Everton-Stoke,Everton-Stoke,2012-2013,x
25 - 31 Mar 2013,"Sunday, Mar 31 2013",13:30,https://www.whoscored.com/Matches/615232/MatchReport/England-Premier-League-2012-2013-Aston-Villa-Liverpool,Aston Villa-Liverpool,2012-2013,x
11 - 17 Mar 2013,"Saturday, Mar 16 2013",12:45,https://www.whoscored.com/Matches/615227/MatchReport/England-Premier-League-2012-2013-Everton-Manchester-City,1Everton-Manchester City,2012-2013,x
11 - 17 Mar 2013,"Saturday, Mar 16 2013",15:00,https://www.whoscored.com/Matches/615229/MatchReport/England-Premier-League-2012-2013-Southampton-Liverpool,Southampton-Liverpool,2012-2013,x
11 - 17 Mar 2013,"Saturday, Mar 16 2013",15:00,https://www.whoscored.com/Matches/615231/MatchReport/England-Premier-League-2012-2013-Stoke-West-Bromwich-Albion,Stoke-West Bromwich Albion,2012-2013,x
11 - 17 Mar 2013,"Saturday, Mar 16 2013",15:00,https://www.whoscored.com/Matches/615225/MatchReport/England-Premier-League-2012-2013-Aston-Villa-Queens-Park-Rangers,Aston Villa-Queens Park Rangers,2012-2013,x
11 - 17 Mar 2013,"Saturday, Mar 16 2013",15:00,https://www.whoscored.com/Matches/615235/MatchReport/England-Premier-League-2012-2013-Swansea-Arsenal,Swansea-Arsenal,2012-2013,x
11 - 17 Mar 2013,"Saturday, Mar 16 2013",17:30,https://www.whoscored.com/Matches/615228/MatchReport/England-Premier-League-2012-2013-Manchester-United-Reading,Manchester United-Reading,2012-2013,x
11 - 17 Mar 2013,"Sunday, Mar 17 2013",13:30,https://www.whoscored.com/Matches/615233/MatchReport/England-Premier-League-2012-2013-Sunderland-Norwich,Sunderland-Norwich1,2012-2013,x
